,Input,Action,Asset,Start,End
1611,Modifica la prenotazione di desk 40 al giorno 31/03/2025 dalle 04:28 alle 12:28,modifica,desk 40,2025-03-31T04:28:24.378Z,2025-03-31T12:28:24.378Z
1612,Prenota desk 40 per il giorno 04/01/2025 dalle 10:28 alle 12:28,prenota,desk 40,2025-01-04T10:28:24.378Z,2025-01-04T12:28:24.378Z
1613,Cancella la prenotazione di sala meeting per il giorno 23/02/2025 dalle 11:43 alle 18:43,cancella,sala meeting,2025-02-23T11:43:24.378Z,2025-02-23T18:43:24.378Z
1614,Prenota ufficio A per il giorno 07/01/2025 dalle 09:43 alle 19:43,prenota,ufficio A,2025-01-07T09:43:24.378Z,2025-01-07T19:43:24.378Z
1615,Prenota desk 18 per il giorno 28/03/2025 dalle 13:58 alle 20:58,prenota,desk 18,2025-03-28T13:58:24.378Z,2025-03-28T20:58:24.378Z
1616,Cancella la prenotazione di desk 18 per il giorno 02/04/2025 dalle 07:58 alle 13:58,cancella,desk 18,2025-04-02T07:58:24.378Z,2025-04-02T13:58:24.378Z
1617,Cancella la prenotazione di sala riunioni per il giorno 07/02/2025 dalle 13:43 alle 20:43,cancella,sala riunioni,2025-02-07T13:43:24.378Z,2025-02-07T20:43:24.378Z
1618,Cancella la prenotazione di desk 18 per il giorno 29/01/2025 dalle 14:13 alle 20:13,cancella,desk 18,2025-01-29T14:13:24.378Z,2025-01-29T20:13:24.378Z
1619,Modifica la prenotazione di ufficio A al giorno 28/01/2025 dalle 13:58 alle 15:58,modifica,ufficio A,2025-01-28T13:58:24.378Z,2025-01-28T15:58:24.378Z
1620,Prenota ufficio B per il giorno 14/02/2025 dalle 05:43 alle 14:43,prenota,ufficio B,2025-02-14T05:43:24.378Z,2025-02-14T14:43:24.378Z
1621,Modifica la prenotazione di sala meeting al giorno 30/01/2025 dalle 00:58 alle 09:58,modifica,sala meeting,2025-01-30T00:58:24.378Z,2025-01-30T09:58:24.378Z
1622,Cancella la prenotazione di desk 40 per il giorno 25/03/2025 dalle 01:28 alle 02:28,cancella,desk 40,2025-03-25T01:28:24.378Z,2025-03-25T02:28:24.378Z
1623,Modifica la prenotazione di ufficio B al giorno 05/02/2025 dalle 02:58 alle 09:58,modifica,ufficio B,2025-02-05T02:58:24.378Z,2025-02-05T09:58:24.378Z
1624,Modifica la prenotazione di sala riunioni al giorno 10/01/2025 dalle 12:58 alle 17:58,modifica,sala riunioni,2025-01-10T12:58:24.378Z,2025-01-10T17:58:24.378Z
1625,Modifica la prenotazione di ufficio B al giorno 17/02/2025 dalle 00:28 alle 02:28,modifica,ufficio B,2025-02-17T00:28:24.378Z,2025-02-17T02:28:24.378Z
1626,Cancella la prenotazione di sala meeting per il giorno 17/03/2025 dalle 10:28 alle 18:28,cancella,sala meeting,2025-03-17T10:28:24.378Z,2025-03-17T18:28:24.378Z
1627,Cancella la prenotazione di auditorium per il giorno 18/03/2025 dalle 08:43 alle 14:43,cancella,auditorium,2025-03-18T08:43:24.378Z,2025-03-18T14:43:24.378Z
1628,Cancella la prenotazione di sala meeting per il giorno 29/03/2025 dalle 11:43 alle 18:43,cancella,sala meeting,2025-03-29T11:43:24.378Z,2025-03-29T18:43:24.378Z
1629,Modifica la prenotazione di desk 18 al giorno 03/02/2025 dalle 00:58 alle 09:58,modifica,desk 18,2025-02-03T00:58:24.378Z,2025-02-03T09:58:24.378Z
1630,Modifica la prenotazione di auditorium al giorno 18/02/2025 dalle 06:28 alle 09:28,modifica,auditorium,2025-02-18T06:28:24.378Z,2025-02-18T09:28:24.378Z
1631,Modifica la prenotazione di ufficio A al giorno 24/02/2025 dalle 00:28 alle 01:28,modifica,ufficio A,2025-02-24T00:28:24.378Z,2025-02-24T01:28:24.378Z
1632,Cancella la prenotazione di auditorium per il giorno 04/03/2025 dalle 03:13 alle 05:13,cancella,auditorium,2025-03-04T03:13:24.378Z,2025-03-04T05:13:24.378Z
1633,Cancella la prenotazione di desk 18 per il giorno 11/03/2025 dalle 06:13 alle 11:13,cancella,desk 18,2025-03-11T06:13:24.378Z,2025-03-11T11:13:24.378Z
1634,Modifica la prenotazione di ufficio A al giorno 25/03/2025 dalle 06:13 alle 14:13,modifica,ufficio A,2025-03-25T06:13:24.378Z,2025-03-25T14:13:24.378Z
1635,Modifica la prenotazione di ufficio A al giorno 23/01/2025 dalle 01:43 alle 09:43,modifica,ufficio A,2025-01-23T01:43:24.378Z,2025-01-23T09:43:24.378Z
1636,Modifica la prenotazione di ufficio A al giorno 19/01/2025 dalle 10:28 alle 14:28,modifica,ufficio A,2025-01-19T10:28:24.378Z,2025-01-19T14:28:24.378Z
1637,Cancella la prenotazione di ufficio A per il giorno 07/01/2025 dalle 10:43 alle 19:43,cancella,ufficio A,2025-01-07T10:43:24.378Z,2025-01-07T19:43:24.378Z
1638,Cancella la prenotazione di sala riunioni per il giorno 21/03/2025 dalle 13:13 alle 15:13,cancella,sala riunioni,2025-03-21T13:13:24.378Z,2025-03-21T15:13:24.378Z
1639,Prenota sala meeting per il giorno 17/03/2025 dalle 03:28 alle 12:28,prenota,sala meeting,2025-03-17T03:28:24.378Z,2025-03-17T12:28:24.378Z
1640,Prenota sala riunioni per il giorno 19/02/2025 dalle 03:58 alle 08:58,prenota,sala riunioni,2025-02-19T03:58:24.378Z,2025-02-19T08:58:24.378Z
1641,Cancella la prenotazione di ufficio A per il giorno 06/01/2025 dalle 11:43 alle 14:43,cancella,ufficio A,2025-01-06T11:43:24.378Z,2025-01-06T14:43:24.378Z
1642,Modifica la prenotazione di ufficio A al giorno 09/01/2025 dalle 13:58 alle 18:58,modifica,ufficio A,2025-01-09T13:58:24.378Z,2025-01-09T18:58:24.378Z
1643,Prenota auditorium per il giorno 05/03/2025 dalle 23:28 alle 08:28,prenota,auditorium,2025-03-05T23:28:24.378Z,2025-03-06T08:28:24.378Z
1644,Cancella la prenotazione di sala riunioni per il giorno 08/01/2025 dalle 06:13 alle 16:13,cancella,sala riunioni,2025-01-08T06:13:24.378Z,2025-01-08T16:13:24.378Z
1645,Cancella la prenotazione di ufficio B per il giorno 01/03/2025 dalle 13:58 alle 20:58,cancella,ufficio B,2025-03-01T13:58:24.378Z,2025-03-01T20:58:24.378Z
1646,Cancella la prenotazione di desk 40 per il giorno 21/03/2025 dalle 01:43 alle 10:43,cancella,desk 40,2025-03-21T01:43:24.378Z,2025-03-21T10:43:24.378Z
1647,Modifica la prenotazione di ufficio A al giorno 01/03/2025 dalle 10:13 alle 13:13,modifica,ufficio A,2025-03-01T10:13:24.378Z,2025-03-01T13:13:24.378Z
1648,Modifica la prenotazione di sala meeting al giorno 14/01/2025 dalle 12:13 alle 19:13,modifica,sala meeting,2025-01-14T12:13:24.378Z,2025-01-14T19:13:24.378Z
1649,Prenota ufficio A per il giorno 15/02/2025 dalle 07:28 alle 15:28,prenota,ufficio A,2025-02-15T07:28:24.378Z,2025-02-15T15:28:24.378Z
1650,Modifica la prenotazione di sala meeting al giorno 26/03/2025 dalle 00:43 alle 01:43,modifica,sala meeting,2025-03-26T00:43:24.378Z,2025-03-26T01:43:24.378Z
1651,Modifica la prenotazione di desk 18 al giorno 03/04/2025 dalle 03:28 alle 12:28,modifica,desk 18,2025-04-03T03:28:24.378Z,2025-04-03T12:28:24.378Z
1652,Prenota auditorium per il giorno 23/03/2025 dalle 07:28 alle 17:28,prenota,auditorium,2025-03-23T07:28:24.378Z,2025-03-23T17:28:24.378Z
1653,Modifica la prenotazione di auditorium al giorno 04/03/2025 dalle 07:28 alle 09:28,modifica,auditorium,2025-03-04T07:28:24.378Z,2025-03-04T09:28:24.378Z
1654,Modifica la prenotazione di ufficio B al giorno 25/01/2025 dalle 23:58 alle 03:58,modifica,ufficio B,2025-01-25T23:58:24.378Z,2025-01-26T03:58:24.378Z
1655,Prenota desk 40 per il giorno 03/04/2025 dalle 13:13 alle 15:13,prenota,desk 40,2025-04-03T13:13:24.378Z,2025-04-03T15:13:24.378Z
1656,Modifica la prenotazione di ufficio B al giorno 13/02/2025 dalle 05:28 alle 13:28,modifica,ufficio B,2025-02-13T05:28:24.378Z,2025-02-13T13:28:24.378Z
1657,Prenota sala meeting per il giorno 27/02/2025 dalle 02:13 alle 03:13,prenota,sala meeting,2025-02-27T02:13:24.378Z,2025-02-27T03:13:24.378Z
1658,Modifica la prenotazione di sala meeting al giorno 20/02/2025 dalle 03:28 alle 05:28,modifica,sala meeting,2025-02-20T03:28:24.378Z,2025-02-20T05:28:24.378Z
1659,Prenota ufficio B per il giorno 24/01/2025 dalle 03:43 alle 06:43,prenota,ufficio B,2025-01-24T03:43:24.378Z,2025-01-24T06:43:24.378Z
1660,Cancella la prenotazione di desk 40 per il giorno 14/01/2025 dalle 01:58 alle 08:58,cancella,desk 40,2025-01-14T01:58:24.378Z,2025-01-14T08:58:24.378Z
1661,Modifica la prenotazione di auditorium al giorno 10/01/2025 dalle 08:58 alle 11:58,modifica,auditorium,2025-01-10T08:58:24.378Z,2025-01-10T11:58:24.378Z
1662,Prenota desk 18 per il giorno 10/01/2025 dalle 04:13 alle 06:13,prenota,desk 18,2025-01-10T04:13:24.378Z,2025-01-10T06:13:24.378Z
1663,Cancella la prenotazione di auditorium per il giorno 24/02/2025 dalle 13:58 alle 18:58,cancella,auditorium,2025-02-24T13:58:24.378Z,2025-02-24T18:58:24.378Z
1664,Cancella la prenotazione di desk 40 per il giorno 17/01/2025 dalle 23:43 alle 03:43,cancella,desk 40,2025-01-17T23:43:24.378Z,2025-01-18T03:43:24.378Z
1665,Modifica la prenotazione di ufficio B al giorno 02/02/2025 dalle 07:13 alle 09:13,modifica,ufficio B,2025-02-02T07:13:24.378Z,2025-02-02T09:13:24.378Z
1666,Cancella la prenotazione di sala riunioni per il giorno 12/02/2025 dalle 07:13 alle 09:13,cancella,sala riunioni,2025-02-12T07:13:24.378Z,2025-02-12T09:13:24.378Z
1667,Cancella la prenotazione di sala riunioni per il giorno 24/02/2025 dalle 09:43 alle 10:43,cancella,sala riunioni,2025-02-24T09:43:24.378Z,2025-02-24T10:43:24.378Z
1668,Cancella la prenotazione di ufficio B per il giorno 19/03/2025 dalle 09:28 alle 13:28,cancella,ufficio B,2025-03-19T09:28:24.378Z,2025-03-19T13:28:24.378Z
1669,Modifica la prenotazione di desk 18 al giorno 19/01/2025 dalle 04:13 alle 12:13,modifica,desk 18,2025-01-19T04:13:24.378Z,2025-01-19T12:13:24.378Z
1670,Prenota desk 40 per il giorno 25/03/2025 dalle 07:43 alle 10:43,prenota,desk 40,2025-03-25T07:43:24.378Z,2025-03-25T10:43:24.378Z
1671,Cancella la prenotazione di ufficio B per il giorno 24/01/2025 dalle 11:43 alle 20:43,cancella,ufficio B,2025-01-24T11:43:24.378Z,2025-01-24T20:43:24.378Z
1672,Cancella la prenotazione di ufficio B per il giorno 28/02/2025 dalle 23:28 alle 07:28,cancella,ufficio B,2025-02-28T23:28:24.378Z,2025-03-01T07:28:24.378Z
1673,Modifica la prenotazione di sala meeting al giorno 27/03/2025 dalle 01:28 alle 02:28,modifica,sala meeting,2025-03-27T01:28:24.378Z,2025-03-27T02:28:24.378Z
1674,Cancella la prenotazione di sala meeting per il giorno 20/03/2025 dalle 04:13 alle 10:13,cancella,sala meeting,2025-03-20T04:13:24.378Z,2025-03-20T10:13:24.378Z
1675,Modifica la prenotazione di auditorium al giorno 18/03/2025 dalle 12:58 alle 13:58,modifica,auditorium,2025-03-18T12:58:24.378Z,2025-03-18T13:58:24.378Z
1676,Prenota desk 18 per il giorno 12/03/2025 dalle 08:28 alle 13:28,prenota,desk 18,2025-03-12T08:28:24.378Z,2025-03-12T13:28:24.378Z
1677,Prenota ufficio A per il giorno 02/04/2025 dalle 00:43 alle 09:43,prenota,ufficio A,2025-04-02T00:43:24.378Z,2025-04-02T09:43:24.378Z
1678,Cancella la prenotazione di ufficio A per il giorno 29/01/2025 dalle 08:58 alle 14:58,cancella,ufficio A,2025-01-29T08:58:24.378Z,2025-01-29T14:58:24.378Z
1679,Modifica la prenotazione di sala meeting al giorno 03/04/2025 dalle 06:58 alle 10:58,modifica,sala meeting,2025-04-03T06:58:24.378Z,2025-04-03T10:58:24.378Z
1680,Modifica la prenotazione di sala meeting al giorno 15/02/2025 dalle 03:13 alle 13:13,modifica,sala meeting,2025-02-15T03:13:24.378Z,2025-02-15T13:13:24.378Z
1681,Cancella la prenotazione di sala riunioni per il giorno 01/04/2025 dalle 01:28 alle 11:28,cancella,sala riunioni,2025-04-01T01:28:24.378Z,2025-04-01T11:28:24.378Z
1682,Cancella la prenotazione di sala riunioni per il giorno 04/01/2025 dalle 09:43 alle 16:43,cancella,sala riunioni,2025-01-04T09:43:24.378Z,2025-01-04T16:43:24.378Z
1683,Modifica la prenotazione di desk 18 al giorno 03/04/2025 dalle 07:13 alle 16:13,modifica,desk 18,2025-04-03T07:13:24.378Z,2025-04-03T16:13:24.378Z
1684,Prenota desk 40 per il giorno 27/03/2025 dalle 09:28 alle 18:28,prenota,desk 40,2025-03-27T09:28:24.378Z,2025-03-27T18:28:24.378Z
1685,Prenota desk 40 per il giorno 29/03/2025 dalle 06:28 alle 12:28,prenota,desk 40,2025-03-29T06:28:24.378Z,2025-03-29T12:28:24.378Z
1686,Cancella la prenotazione di desk 40 per il giorno 20/03/2025 dalle 05:13 alle 08:13,cancella,desk 40,2025-03-20T05:13:24.378Z,2025-03-20T08:13:24.378Z
1687,Modifica la prenotazione di sala riunioni al giorno 18/01/2025 dalle 06:58 alle 10:58,modifica,sala riunioni,2025-01-18T06:58:24.378Z,2025-01-18T10:58:24.378Z
1688,Cancella la prenotazione di sala riunioni per il giorno 31/01/2025 dalle 10:28 alle 15:28,cancella,sala riunioni,2025-01-31T10:28:24.378Z,2025-01-31T15:28:24.378Z
1689,Modifica la prenotazione di desk 18 al giorno 17/02/2025 dalle 02:28 alle 12:28,modifica,desk 18,2025-02-17T02:28:24.378Z,2025-02-17T12:28:24.378Z
1690,Modifica la prenotazione di sala meeting al giorno 31/01/2025 dalle 03:13 alle 09:13,modifica,sala meeting,2025-01-31T03:13:24.378Z,2025-01-31T09:13:24.378Z
1691,Prenota sala meeting per il giorno 07/03/2025 dalle 13:43 alle 14:43,prenota,sala meeting,2025-03-07T13:43:24.378Z,2025-03-07T14:43:24.378Z
1692,Prenota desk 40 per il giorno 25/03/2025 dalle 05:28 alle 10:28,prenota,desk 40,2025-03-25T05:28:24.378Z,2025-03-25T10:28:24.378Z
1693,Modifica la prenotazione di ufficio B al giorno 07/03/2025 dalle 01:43 alle 11:43,modifica,ufficio B,2025-03-07T01:43:24.378Z,2025-03-07T11:43:24.378Z
1694,Modifica la prenotazione di desk 18 al giorno 21/03/2025 dalle 08:43 alle 10:43,modifica,desk 18,2025-03-21T08:43:24.378Z,2025-03-21T10:43:24.378Z
1695,Modifica la prenotazione di auditorium al giorno 11/01/2025 dalle 01:58 alle 11:58,modifica,auditorium,2025-01-11T01:58:24.378Z,2025-01-11T11:58:24.378Z
1696,Prenota ufficio B per il giorno 07/02/2025 dalle 02:28 alle 11:28,prenota,ufficio B,2025-02-07T02:28:24.378Z,2025-02-07T11:28:24.378Z
1697,Modifica la prenotazione di sala meeting al giorno 31/03/2025 dalle 08:13 alle 09:13,modifica,sala meeting,2025-03-31T08:13:24.378Z,2025-03-31T09:13:24.378Z
1698,Cancella la prenotazione di desk 18 per il giorno 30/03/2025 dalle 09:28 alle 15:28,cancella,desk 18,2025-03-30T09:28:24.378Z,2025-03-30T15:28:24.378Z
1699,Cancella la prenotazione di desk 40 per il giorno 24/02/2025 dalle 03:28 alle 12:28,cancella,desk 40,2025-02-24T03:28:24.378Z,2025-02-24T12:28:24.378Z
1700,Cancella la prenotazione di ufficio A per il giorno 18/02/2025 dalle 07:28 alle 11:28,cancella,ufficio A,2025-02-18T07:28:24.378Z,2025-02-18T11:28:24.378Z
1701,Prenota sala meeting per il giorno 25/02/2025 dalle 08:13 alle 14:13,prenota,sala meeting,2025-02-25T08:13:24.378Z,2025-02-25T14:13:24.378Z
1702,Prenota ufficio A per il giorno 27/01/2025 dalle 04:28 alle 14:28,prenota,ufficio A,2025-01-27T04:28:24.378Z,2025-01-27T14:28:24.378Z
1703,Prenota desk 18 per il giorno 31/01/2025 dalle 11:13 alle 13:13,prenota,desk 18,2025-01-31T11:13:24.378Z,2025-01-31T13:13:24.378Z
1704,Prenota auditorium per il giorno 24/01/2025 dalle 04:58 alle 06:58,prenota,auditorium,2025-01-24T04:58:24.378Z,2025-01-24T06:58:24.378Z
1705,Modifica la prenotazione di desk 18 al giorno 15/01/2025 dalle 00:13 alle 07:13,modifica,desk 18,2025-01-15T00:13:24.378Z,2025-01-15T07:13:24.378Z
1706,Prenota ufficio B per il giorno 24/03/2025 dalle 13:58 alle 18:58,prenota,ufficio B,2025-03-24T13:58:24.378Z,2025-03-24T18:58:24.378Z
1707,Prenota sala riunioni per il giorno 04/03/2025 dalle 02:58 alle 03:58,prenota,sala riunioni,2025-03-04T02:58:24.378Z,2025-03-04T03:58:24.378Z
1708,Cancella la prenotazione di ufficio B per il giorno 02/02/2025 dalle 01:13 alle 03:13,cancella,ufficio B,2025-02-02T01:13:24.378Z,2025-02-02T03:13:24.378Z
1709,Modifica la prenotazione di ufficio A al giorno 18/03/2025 dalle 00:28 alle 01:28,modifica,ufficio A,2025-03-18T00:28:24.378Z,2025-03-18T01:28:24.378Z
1710,Prenota ufficio A per il giorno 12/02/2025 dalle 13:28 alle 16:28,prenota,ufficio A,2025-02-12T13:28:24.378Z,2025-02-12T16:28:24.378Z
1711,Prenota desk 40 per il giorno 27/02/2025 dalle 23:58 alle 09:58,prenota,desk 40,2025-02-27T23:58:24.378Z,2025-02-28T09:58:24.378Z
1712,Modifica la prenotazione di ufficio A al giorno 11/01/2025 dalle 00:28 alle 09:28,modifica,ufficio A,2025-01-11T00:28:24.378Z,2025-01-11T09:28:24.378Z
1713,Prenota sala meeting per il giorno 20/02/2025 dalle 05:28 alle 15:28,prenota,sala meeting,2025-02-20T05:28:24.378Z,2025-02-20T15:28:24.378Z
1714,Cancella la prenotazione di auditorium per il giorno 20/03/2025 dalle 11:28 alle 19:28,cancella,auditorium,2025-03-20T11:28:24.378Z,2025-03-20T19:28:24.378Z
1715,Cancella la prenotazione di ufficio A per il giorno 26/02/2025 dalle 13:28 alle 19:28,cancella,ufficio A,2025-02-26T13:28:24.378Z,2025-02-26T19:28:24.378Z
1716,Modifica la prenotazione di desk 18 al giorno 06/01/2025 dalle 06:58 alle 16:58,modifica,desk 18,2025-01-06T06:58:24.378Z,2025-01-06T16:58:24.378Z
1717,Prenota sala riunioni per il giorno 15/01/2025 dalle 23:28 alle 09:28,prenota,sala riunioni,2025-01-15T23:28:24.378Z,2025-01-16T09:28:24.378Z
1718,Prenota ufficio B per il giorno 19/01/2025 dalle 09:58 alle 15:58,prenota,ufficio B,2025-01-19T09:58:24.394Z,2025-01-19T15:58:24.394Z
1719,Cancella la prenotazione di ufficio A per il giorno 23/03/2025 dalle 06:43 alle 10:43,cancella,ufficio A,2025-03-23T06:43:24.394Z,2025-03-23T10:43:24.394Z
1720,Prenota desk 40 per il giorno 07/01/2025 dalle 23:43 alle 04:43,prenota,desk 40,2025-01-07T23:43:24.394Z,2025-01-08T04:43:24.394Z
1721,Modifica la prenotazione di ufficio A al giorno 09/03/2025 dalle 09:58 alle 14:58,modifica,ufficio A,2025-03-09T09:58:24.394Z,2025-03-09T14:58:24.394Z
1722,Modifica la prenotazione di ufficio B al giorno 21/01/2025 dalle 02:13 alle 07:13,modifica,ufficio B,2025-01-21T02:13:24.394Z,2025-01-21T07:13:24.394Z
1723,Modifica la prenotazione di sala meeting al giorno 09/02/2025 dalle 04:28 alle 13:28,modifica,sala meeting,2025-02-09T04:28:24.394Z,2025-02-09T13:28:24.394Z
1724,Modifica la prenotazione di desk 18 al giorno 30/03/2025 dalle 01:28 alle 05:28,modifica,desk 18,2025-03-30T01:28:24.394Z,2025-03-30T05:28:24.394Z
1725,Modifica la prenotazione di desk 40 al giorno 15/03/2025 dalle 12:28 alle 19:28,modifica,desk 40,2025-03-15T12:28:24.394Z,2025-03-15T19:28:24.394Z
1726,Cancella la prenotazione di auditorium per il giorno 28/01/2025 dalle 09:43 alle 11:43,cancella,auditorium,2025-01-28T09:43:24.394Z,2025-01-28T11:43:24.394Z
1727,Cancella la prenotazione di auditorium per il giorno 29/03/2025 dalle 07:13 alle 17:13,cancella,auditorium,2025-03-29T07:13:24.394Z,2025-03-29T17:13:24.394Z
1728,Modifica la prenotazione di sala meeting al giorno 18/03/2025 dalle 08:58 alle 18:58,modifica,sala meeting,2025-03-18T08:58:24.394Z,2025-03-18T18:58:24.394Z
1729,Cancella la prenotazione di ufficio A per il giorno 14/02/2025 dalle 01:28 alle 09:28,cancella,ufficio A,2025-02-14T01:28:24.394Z,2025-02-14T09:28:24.394Z
1730,Prenota ufficio A per il giorno 31/01/2025 dalle 13:28 alle 17:28,prenota,ufficio A,2025-01-31T13:28:24.394Z,2025-01-31T17:28:24.394Z
1731,Modifica la prenotazione di auditorium al giorno 03/03/2025 dalle 08:43 alle 12:43,modifica,auditorium,2025-03-03T08:43:24.394Z,2025-03-03T12:43:24.394Z
1732,Cancella la prenotazione di desk 18 per il giorno 14/02/2025 dalle 12:13 alle 16:13,cancella,desk 18,2025-02-14T12:13:24.394Z,2025-02-14T16:13:24.394Z
1733,Cancella la prenotazione di auditorium per il giorno 03/01/2025 dalle 04:28 alle 06:28,cancella,auditorium,2025-01-03T04:28:24.394Z,2025-01-03T06:28:24.394Z
1734,Cancella la prenotazione di sala riunioni per il giorno 15/03/2025 dalle 00:43 alle 05:43,cancella,sala riunioni,2025-03-15T00:43:24.394Z,2025-03-15T05:43:24.394Z
1735,Cancella la prenotazione di auditorium per il giorno 24/03/2025 dalle 08:58 alle 09:58,cancella,auditorium,2025-03-24T08:58:24.394Z,2025-03-24T09:58:24.394Z
1736,Prenota auditorium per il giorno 28/01/2025 dalle 03:43 alle 07:43,prenota,auditorium,2025-01-28T03:43:24.394Z,2025-01-28T07:43:24.394Z
1737,Cancella la prenotazione di desk 18 per il giorno 25/01/2025 dalle 04:43 alle 07:43,cancella,desk 18,2025-01-25T04:43:24.394Z,2025-01-25T07:43:24.394Z
1738,Prenota sala riunioni per il giorno 25/01/2025 dalle 12:58 alle 14:58,prenota,sala riunioni,2025-01-25T12:58:24.394Z,2025-01-25T14:58:24.394Z
1739,Prenota desk 40 per il giorno 30/03/2025 dalle 02:13 alle 04:13,prenota,desk 40,2025-03-30T02:13:24.394Z,2025-03-30T04:13:24.394Z
1740,Cancella la prenotazione di auditorium per il giorno 11/02/2025 dalle 06:43 alle 12:43,cancella,auditorium,2025-02-11T06:43:24.394Z,2025-02-11T12:43:24.394Z
1741,Cancella la prenotazione di desk 18 per il giorno 24/01/2025 dalle 08:13 alle 10:13,cancella,desk 18,2025-01-24T08:13:24.394Z,2025-01-24T10:13:24.394Z
1742,Prenota auditorium per il giorno 19/01/2025 dalle 11:43 alle 15:43,prenota,auditorium,2025-01-19T11:43:24.394Z,2025-01-19T15:43:24.394Z
1743,Modifica la prenotazione di ufficio A al giorno 01/04/2025 dalle 04:58 alle 14:58,modifica,ufficio A,2025-04-01T04:58:24.394Z,2025-04-01T14:58:24.394Z
1744,Cancella la prenotazione di desk 18 per il giorno 03/02/2025 dalle 13:28 alle 23:28,cancella,desk 18,2025-02-03T13:28:24.394Z,2025-02-03T23:28:24.394Z
1745,Modifica la prenotazione di auditorium al giorno 12/03/2025 dalle 03:43 alle 09:43,modifica,auditorium,2025-03-12T03:43:24.394Z,2025-03-12T09:43:24.394Z
1746,Prenota sala riunioni per il giorno 24/03/2025 dalle 11:58 alle 14:58,prenota,sala riunioni,2025-03-24T11:58:24.394Z,2025-03-24T14:58:24.394Z
